Indonesian Word,small
tidak dapat dibatalkan,0
tidak dapat dibenarkan,0
tidak dapat dicabut,0
tidak dapat didamaikan,0
tidak dapat dijelaskan,0
tidak dapat dimengerti,0
tidak dapat diperbaiki,0
tidak dapat dipercaya,0
tidak dapat dipertahankan,0
tidak dapat direduksi,0
tidak dapat diterapkan,0
tidak dapat diterima,0
tidak dapat diubah,0
tidak dibatasi,0
tidak didukung,0
tidak digunakan,0
tidak diinginkan,0
tidak diizinkan,0
tidak dikenal,0
tidak diragukan lagi,0
tidak disengaja,0
tidak disetujui,0
tidak disukai,0
tidak diterbitkan,0
tidak efektif,0
tidak efisien,0
tidak egois,0
tidak hormat,0
tidak jelas,0
tidak jujur,0
tidak kompatibel,0
tidak kompeten,0
tidak logis,0
tidak manusiawi,0
tidak masuk akal,0
tidak memadai,0
tidak mematuhi,0
tidak memihak,-1
tidak memuaskan,0
tidak menguntungkan,0
tidak menyenangkan,0
tidak merata,0
tidak nyaman,0
tidak pantas,0
tidak pasti,0
tidak patuh,0
tidak peduli,0
tidak pengertian,0
tidak penting,0
tidak percaya,0
tidak perlu dipertanyakan lagi,0
tidak populer,0
tidak praktis,0
tidak produktif,0
tidak puas,0
tidak ramah,0
tidak relevan,0
tidak resmi,0
tidak sabar,0
tidak sadar,0
tidak sah,0
tidak sehat,0
tidak sempurna,0
tidak senang,0
tidak sengaja,0
tidak senonoh,0
tidak sesuai,0
tidak setara,0
tidak setia,0
tidak setuju,0
tidak siap,0
tidak simpati,0
tidak sopan,0
tidak stabil,0
tidak tahu,0
tidak tahu berterima kasih,0
tidak teratur,0
tidak terbaca,0
tidak terduga,-1
tidak terikat,0
tidak terinfeksi,0
tidak terinspirasi,0
tidak terkendali,0
tidak terkesan,0
tidak termasuk,0
tidak terpengaruh,0
tidak terpenuhi,0
tidak tertarik,0
tidak wajar,0
tidur sebentar,0
tikus,0
tindakan,0
tindakan merugikan,0
tindakan yg bodoh,0
tinggal,0
tinggi,0
tingkat,0
tinja,0
tinjauan ke masa depan,0
tipu daya,0
tipu muslihat,0
tipuan,0
tiran,0
tiupan,0
toilet,0
toko,0
toko buku,0
toksin,0
toleran,0
toleransi,0
tolol,0
tombak,0
tongkat,-1
tontonan,-1
topan,0
topangan,0
torpedo,0
tradisional,0
tragedi,0
tragis,0
transendensi,0
traumatis,0
trigonometri,0
troll,0
tua,-1
tuduhan,0
tugas,-1
tujuan,0
tukang,0
tukang daging,0
tukang panir,0
tukang sortir,0
tulang belakang,-1
tulang punggung,0
tulus,0
tumbuh,0
tumit,0
tumor,0
tumpukan,0
tumpul,0
tunawisma,0
tungau,0
tunggakan,0
tunggu,0
tuntutan,0
tusukan,0
tutup,0
uang,-1
uang tunai,0
ubin,0
ucapan selamat,0
ucapan syukur,0
ulangan,0
ular,0
ular berbisa,0
ular naga,0
ulet,0
ultimatum,0
umpan,0
umum,0
umur panjang,0
undangan,0
unggul,0
unik,0
upacara,0
upah,0
upaya,0
upeti,0
usungan jenazah,0
utama,0
utang,0
utopis,0
utuh,0
vaksin,0
vampir,0
varisela,0
varises,0
vegetatif,0
verbositas,0
verifikasi,0
vertigo,0
veteran,0
vikaris,0
virus,0
virus herpes,0
visioner,0
vital,0
voodoo,0
vulgar,0
wabah,0
wajib,0
wali,0
walikota,0
wanita cantik,0
warga negara,0
warisan,0
wartawan,-1
wasir,0
wasit,0
waspada,0
wiski,0
wot,0
xenofobia,0
yang saling melengkapi,0
yg beralamat buruk,0
yg berhutang,0
yg diperlukan,0
yg ketinggalan jaman,0
yg menerangkan,0
yg mungkin berubah,0
yg tak ada bandingannya,0
yg tdk berlaku,0
zat,-1
zat yang lengket dan kental,0
zina,0
zip,0
